`artistID`|`genre`|`genreNo`
`5ZsFI1h6hIdQRw2ti0hz81`|`dance pop`|0
`5ZsFI1h6hIdQRw2ti0hz81`|`electropop`|1
`5ZsFI1h6hIdQRw2ti0hz81`|`pop`|2
`5ZsFI1h6hIdQRw2ti0hz81`|`post-teen pop`|3
`5ZsFI1h6hIdQRw2ti0hz81`|`uk pop`|4
`06HL4z0CvFAxyc27GXpf02`|`dance pop`|0
`06HL4z0CvFAxyc27GXpf02`|`pop`|1
`06HL4z0CvFAxyc27GXpf02`|`post-teen pop`|2
`6MDME20pz9RveH9rEXvrOM`|`dance pop`|0
`6MDME20pz9RveH9rEXvrOM`|`edm`|1
`6MDME20pz9RveH9rEXvrOM`|`pop`|2
`6MDME20pz9RveH9rEXvrOM`|`post-teen pop`|3
`6MDME20pz9RveH9rEXvrOM`|`tropical house`|4
`6MDME20pz9RveH9rEXvrOM`|`uk dance`|5
`6MDME20pz9RveH9rEXvrOM`|`uk funky`|6
`3Isy6kedDrgPYoTS1dazA9`|`dance pop`|0
`3Isy6kedDrgPYoTS1dazA9`|`dancehall`|1
`3Isy6kedDrgPYoTS1dazA9`|`pop`|2
`3Isy6kedDrgPYoTS1dazA9`|`pop rap`|3
`1zNqDE7qDGCsyzJwohVaoX`|`dance pop`|0
`1zNqDE7qDGCsyzJwohVaoX`|`pop`|1
`1zNqDE7qDGCsyzJwohVaoX`|`post-teen pop`|2
`1zNqDE7qDGCsyzJwohVaoX`|`tropical house`|3
`1zNqDE7qDGCsyzJwohVaoX`|`uk pop`|4
`2FwJwEswyIUAljqgjNSHgP`|`edm`|0
`2FwJwEswyIUAljqgjNSHgP`|`electropop`|1
`2FwJwEswyIUAljqgjNSHgP`|`pop`|2
`2FwJwEswyIUAljqgjNSHgP`|`tropical house`|3
`2x7EATekOPhFGRx3syMGEC`|`alternative dance`|0
`2x7EATekOPhFGRx3syMGEC`|`edm`|1
`2x7EATekOPhFGRx3syMGEC`|`indie pop`|2
`2x7EATekOPhFGRx3syMGEC`|`indie poptimism`|3
`2x7EATekOPhFGRx3syMGEC`|`indietronica`|4
`2x7EATekOPhFGRx3syMGEC`|`new french touch`|5
`2x7EATekOPhFGRx3syMGEC`|`nu disco`|6
`2x7EATekOPhFGRx3syMGEC`|`pop`|7
`2x7EATekOPhFGRx3syMGEC`|`tropical house`|8
`2x7EATekOPhFGRx3syMGEC`|`vapor soul`|9
`7gAYvcQFmAruyvwGjxrSUr`|`indie psych-pop`|0
`7gAYvcQFmAruyvwGjxrSUr`|`shimmer psych`|1
`7keGfmQR4X5w0two1xKZ7d`|`deep tropical house`|0
`7keGfmQR4X5w0two1xKZ7d`|`edm`|1
`7keGfmQR4X5w0two1xKZ7d`|`new french touch`|2
`7keGfmQR4X5w0two1xKZ7d`|`tropical house`|3
`726MxZBpkxnnoKl6aN7mmj`|`bboy`|0
`726MxZBpkxnnoKl6aN7mmj`|`funk`|1
`726MxZBpkxnnoKl6aN7mmj`|`instrumental funk`|2
`726MxZBpkxnnoKl6aN7mmj`|`modern funk`|3
`5R3Hr2cnCCjt220Jmt2xLf`|`big room`|0
`5R3Hr2cnCCjt220Jmt2xLf`|`brostep`|1
`5R3Hr2cnCCjt220Jmt2xLf`|`dance pop`|2
`5R3Hr2cnCCjt220Jmt2xLf`|`edm`|3
`5R3Hr2cnCCjt220Jmt2xLf`|`electro house`|4
`5R3Hr2cnCCjt220Jmt2xLf`|`electronic trap`|5
`5R3Hr2cnCCjt220Jmt2xLf`|`electropop`|6
`5R3Hr2cnCCjt220Jmt2xLf`|`house`|7
`5R3Hr2cnCCjt220Jmt2xLf`|`moombahton`|8
`5R3Hr2cnCCjt220Jmt2xLf`|`pop`|9
`5R3Hr2cnCCjt220Jmt2xLf`|`tropical house`|10
`76M2Ekj8bG8W7X2nbx2CpF`|`bass trap`|0
`76M2Ekj8bG8W7X2nbx2CpF`|`brostep`|1
`76M2Ekj8bG8W7X2nbx2CpF`|`edm`|2
`76M2Ekj8bG8W7X2nbx2CpF`|`electro house`|3
`76M2Ekj8bG8W7X2nbx2CpF`|`electronic trap`|4
`76M2Ekj8bG8W7X2nbx2CpF`|`vapor twitch`|5
`6x041MgK6W2MyccJc7EyWs`|`la pop`|0
`2IjiuEObrCKyZvSb8xLxG9`|`deep tropical house`|0
`2IjiuEObrCKyZvSb8xLxG9`|`tropical house`|1
`2NQEwAVHBNcI0tGMLlWwF1`|`acoustic pop`|0
`2NQEwAVHBNcI0tGMLlWwF1`|`indiecoustica`|1
`2NQEwAVHBNcI0tGMLlWwF1`|`neo mellow`|2
`2NQEwAVHBNcI0tGMLlWwF1`|`pop rock`|3
`2NQEwAVHBNcI0tGMLlWwF1`|`stomp and holler`|4
`6eUKZXaKkcviH0Ku9w2n3V`|`pop`|0
`6eUKZXaKkcviH0Ku9w2n3V`|`uk pop`|1
`4sTQVOfp9vEMCemLw50sbu`|`big room`|0
`4sTQVOfp9vEMCemLw50sbu`|`dance pop`|1
`4sTQVOfp9vEMCemLw50sbu`|`edm`|2
`4sTQVOfp9vEMCemLw50sbu`|`electro house`|3
`4sTQVOfp9vEMCemLw50sbu`|`pop`|4
`4sTQVOfp9vEMCemLw50sbu`|`tropical house`|5
`23fqKkggKUBHNkbKtXEls4`|`edm`|0
`23fqKkggKUBHNkbKtXEls4`|`pop`|1
`23fqKkggKUBHNkbKtXEls4`|`tropical house`|2
`0C8ZW7ezQVs4URX5aX7Kqx`|`dance pop`|0
`0C8ZW7ezQVs4URX5aX7Kqx`|`pop`|1
`0C8ZW7ezQVs4URX5aX7Kqx`|`post-teen pop`|2
`5ivCbtrcD5N4rD337xIb2z`|`electropop`|0
`5ivCbtrcD5N4rD337xIb2z`|`indie pop`|1
`5ivCbtrcD5N4rD337xIb2z`|`indie poptimism`|2
`5ivCbtrcD5N4rD337xIb2z`|`indietronica`|3
`5ivCbtrcD5N4rD337xIb2z`|`modern rock`|4
`5ivCbtrcD5N4rD337xIb2z`|`nyc pop`|5
`5ivCbtrcD5N4rD337xIb2z`|`pop`|6
`5ivCbtrcD5N4rD337xIb2z`|`pop rock`|7
`5ivCbtrcD5N4rD337xIb2z`|`stomp and holler`|8
`6fXEqmGQEt6ONuqVmwrN46`|`alternative dance`|0
`6fXEqmGQEt6ONuqVmwrN46`|`australian dance`|1
`6fXEqmGQEt6ONuqVmwrN46`|`filter house`|2
`6fXEqmGQEt6ONuqVmwrN46`|`indietronica`|3
`6fXEqmGQEt6ONuqVmwrN46`|`new rave`|4
`6fXEqmGQEt6ONuqVmwrN46`|`nu disco`|5
`3MM8mtgFzaEJsqbjZBSsHJ`|`alternative dance`|0
`3MM8mtgFzaEJsqbjZBSsHJ`|`alternative rock`|1
`3MM8mtgFzaEJsqbjZBSsHJ`|`dance-punk`|2
`3MM8mtgFzaEJsqbjZBSsHJ`|`garage rock`|3
`3MM8mtgFzaEJsqbjZBSsHJ`|`indie pop`|4
`3MM8mtgFzaEJsqbjZBSsHJ`|`indie rock`|5
`3MM8mtgFzaEJsqbjZBSsHJ`|`indietronica`|6
`3MM8mtgFzaEJsqbjZBSsHJ`|`modern rock`|7
`3MM8mtgFzaEJsqbjZBSsHJ`|`new rave`|8
`3MM8mtgFzaEJsqbjZBSsHJ`|`rock`|9
`2qxJFvFYMEDqd7ui6kSAcq`|`complextro`|0
`2qxJFvFYMEDqd7ui6kSAcq`|`dance pop`|1
`2qxJFvFYMEDqd7ui6kSAcq`|`edm`|2
`2qxJFvFYMEDqd7ui6kSAcq`|`electro house`|3
`2qxJFvFYMEDqd7ui6kSAcq`|`electropop`|4
`2qxJFvFYMEDqd7ui6kSAcq`|`german techno`|5
`2qxJFvFYMEDqd7ui6kSAcq`|`pop`|6
`2qxJFvFYMEDqd7ui6kSAcq`|`post-teen pop`|7
`2qxJFvFYMEDqd7ui6kSAcq`|`tropical house`|8
`2wUjUUtkb5lvLKcGKsKqsR`|`canadian contemporary r&b`|0
`2wUjUUtkb5lvLKcGKsKqsR`|`canadian pop`|1
`2wUjUUtkb5lvLKcGKsKqsR`|`dance pop`|2
`2wUjUUtkb5lvLKcGKsKqsR`|`electropop`|3
`2wUjUUtkb5lvLKcGKsKqsR`|`pop`|4
`2wUjUUtkb5lvLKcGKsKqsR`|`post-teen pop`|5
`2mTXtWA6MHFws93KAA5rVt`|`dutch indie rock`|0
`2mTXtWA6MHFws93KAA5rVt`|`dutch rock`|1
`1RyvyyTE3xzB2ZywiAwp0i`|`atl hip hop`|0
`1RyvyyTE3xzB2ZywiAwp0i`|`pop rap`|1
`1RyvyyTE3xzB2ZywiAwp0i`|`rap`|2
`1RyvyyTE3xzB2ZywiAwp0i`|`southern hip hop`|3
`1RyvyyTE3xzB2ZywiAwp0i`|`trap`|4
`2YZyLoL8N0Wb9xBt1NhZWg`|`conscious hip hop`|0
`2YZyLoL8N0Wb9xBt1NhZWg`|`hip hop`|1
`2YZyLoL8N0Wb9xBt1NhZWg`|`rap`|2
`2YZyLoL8N0Wb9xBt1NhZWg`|`west coast rap`|3
`1Xylc3o4UrD53lo9CvFvVg`|`dance pop`|0
`1Xylc3o4UrD53lo9CvFvVg`|`edm`|1
`1Xylc3o4UrD53lo9CvFvVg`|`electropop`|2
`1Xylc3o4UrD53lo9CvFvVg`|`pop`|3
`1Xylc3o4UrD53lo9CvFvVg`|`post-teen pop`|4
`1Xylc3o4UrD53lo9CvFvVg`|`scandipop`|5
`1Xylc3o4UrD53lo9CvFvVg`|`swedish electropop`|6
`1Xylc3o4UrD53lo9CvFvVg`|`swedish pop`|7
`1Xylc3o4UrD53lo9CvFvVg`|`tropical house`|8
`1Xylc3o4UrD53lo9CvFvVg`|`uk pop`|9
`7qRll6DYV06u2VuRPAVqug`|`dance pop`|0
`7qRll6DYV06u2VuRPAVqug`|`electropop`|1
`7qRll6DYV06u2VuRPAVqug`|`indie poptimism`|2
`7qRll6DYV06u2VuRPAVqug`|`metropopolis`|3
`7qRll6DYV06u2VuRPAVqug`|`post-teen pop`|4
`0X2BH1fck6amBIoJhDVmmJ`|`dance pop`|0
`0X2BH1fck6amBIoJhDVmmJ`|`edm`|1
`0X2BH1fck6amBIoJhDVmmJ`|`electropop`|2
`0X2BH1fck6amBIoJhDVmmJ`|`metropopolis`|3
`0X2BH1fck6amBIoJhDVmmJ`|`pop`|4
`0X2BH1fck6amBIoJhDVmmJ`|`post-teen pop`|5
`0X2BH1fck6amBIoJhDVmmJ`|`tropical house`|6
`0X2BH1fck6amBIoJhDVmmJ`|`uk pop`|7
`1HY2Jd0NmPuamShAr6KMms`|`dance pop`|0
`1HY2Jd0NmPuamShAr6KMms`|`pop`|1
`1HY2Jd0NmPuamShAr6KMms`|`post-teen pop`|2
`74XFHRwlV6OrjEM0A2NCMF`|`candy pop`|0
`74XFHRwlV6OrjEM0A2NCMF`|`emo`|1
`74XFHRwlV6OrjEM0A2NCMF`|`pixie`|2
`74XFHRwlV6OrjEM0A2NCMF`|`pop emo`|3
`74XFHRwlV6OrjEM0A2NCMF`|`pop punk`|4
`6oFs3qk4VepIVFdoD4jmsy`|`electropop`|0
`6oFs3qk4VepIVFdoD4jmsy`|`modern alternative rock`|1
`6oFs3qk4VepIVFdoD4jmsy`|`modern rock`|2
`6oFs3qk4VepIVFdoD4jmsy`|`pixie`|3
`6oFs3qk4VepIVFdoD4jmsy`|`pop`|4
`6oFs3qk4VepIVFdoD4jmsy`|`pop emo`|5
`6oFs3qk4VepIVFdoD4jmsy`|`pop punk`|6
`5he5w2lnU9x7JFhnwcekXX`|`brostep`|0
`5he5w2lnU9x7JFhnwcekXX`|`complextro`|1
`5he5w2lnU9x7JFhnwcekXX`|`edm`|2
`5he5w2lnU9x7JFhnwcekXX`|`electro`|3
`5he5w2lnU9x7JFhnwcekXX`|`electro house`|4
`1YYJxpOXYk1z1WtqdeLMkn`|`bass house`|0
`1YYJxpOXYk1z1WtqdeLMkn`|`brostep`|1
`1YYJxpOXYk1z1WtqdeLMkn`|`catstep`|2
`1YYJxpOXYk1z1WtqdeLMkn`|`edm`|3
`1YYJxpOXYk1z1WtqdeLMkn`|`electro house`|4
`1YYJxpOXYk1z1WtqdeLMkn`|`electronic trap`|5
`1YYJxpOXYk1z1WtqdeLMkn`|`filthstep`|6
`1YYJxpOXYk1z1WtqdeLMkn`|`zapstep`|7
`2ZRQcIgzPCVaT9XKhXZIzh`|`dance pop`|0
`2ZRQcIgzPCVaT9XKhXZIzh`|`edm`|1
`2ZRQcIgzPCVaT9XKhXZIzh`|`electro house`|2
`2ZRQcIgzPCVaT9XKhXZIzh`|`pop`|3
`2ZRQcIgzPCVaT9XKhXZIzh`|`tropical house`|4
`45eNHdiiabvmbp4erw26rg`|`edm`|0
`45eNHdiiabvmbp4erw26rg`|`electropop`|1
`45eNHdiiabvmbp4erw26rg`|`melodic dubstep`|2
`45eNHdiiabvmbp4erw26rg`|`pop`|3
`45eNHdiiabvmbp4erw26rg`|`tropical house`|4
`6Dd3NScHWwnW6obMFbl1BH`|`dance pop`|0
`6Dd3NScHWwnW6obMFbl1BH`|`electropop`|1
`6Dd3NScHWwnW6obMFbl1BH`|`pop`|2
`6Dd3NScHWwnW6obMFbl1BH`|`post-teen pop`|3
`6Dd3NScHWwnW6obMFbl1BH`|`tropical house`|4
`6Dd3NScHWwnW6obMFbl1BH`|`viral pop`|5
`2tLI4kPsmsxQQv6zr2jbgt`|`bass trap`|0
`2tLI4kPsmsxQQv6zr2jbgt`|`pop edm`|1
`2tLI4kPsmsxQQv6zr2jbgt`|`traprun`|2
`4IFgewC2urR62Fwt7uAU03`|`candy pop`|0
`4IFgewC2urR62Fwt7uAU03`|`dance pop`|1
`4IFgewC2urR62Fwt7uAU03`|`electropop`|2
`4IFgewC2urR62Fwt7uAU03`|`estonian pop`|3
`4IFgewC2urR62Fwt7uAU03`|`metropopolis`|4
`4IFgewC2urR62Fwt7uAU03`|`post-teen pop`|5
`0jNDKefhfSbLR9sFvcPLHo`|`edm`|0
`0jNDKefhfSbLR9sFvcPLHo`|`electro house`|1
`0jNDKefhfSbLR9sFvcPLHo`|`electronic trap`|2
`0jNDKefhfSbLR9sFvcPLHo`|`electropop`|3
`0jNDKefhfSbLR9sFvcPLHo`|`pop edm`|4
`0jNDKefhfSbLR9sFvcPLHo`|`vapor twitch`|5
`4O15NlyKLIASxsJ0PrXPfz`|`melodic rap`|0
`4O15NlyKLIASxsJ0PrXPfz`|`philly rap`|1
`4O15NlyKLIASxsJ0PrXPfz`|`rap`|2
`4xRYI6VqpkE3UwrDrAZL8L`|`conscious hip hop`|0
`4xRYI6VqpkE3UwrDrAZL8L`|`dmv rap`|1
`4xRYI6VqpkE3UwrDrAZL8L`|`hip hop`|2
`4xRYI6VqpkE3UwrDrAZL8L`|`pop rap`|3
`4xRYI6VqpkE3UwrDrAZL8L`|`rap`|4
`6LuN9FCkKOj5PcnpouEgny`|`alternative r&b`|0
`6LuN9FCkKOj5PcnpouEgny`|`pop`|1
`2ht3wxeT69CzyKFChNnNAB`|`atl hip hop`|0
`2ht3wxeT69CzyKFChNnNAB`|`dirty south rap`|1
`2ht3wxeT69CzyKFChNnNAB`|`hip hop`|2
`2ht3wxeT69CzyKFChNnNAB`|`southern hip hop`|3
`2N4EYkIlG1kv25g6Wv8LGI`|`alternative hip hop`|0
`2N4EYkIlG1kv25g6Wv8LGI`|`atl hip hop`|1
`2N4EYkIlG1kv25g6Wv8LGI`|`conscious hip hop`|2
`2N4EYkIlG1kv25g6Wv8LGI`|`escape room`|3
`2N4EYkIlG1kv25g6Wv8LGI`|`southern hip hop`|4
`4yBK75WVCQXej1p04GWqxH`|`atl hip hop`|0
`4yBK75WVCQXej1p04GWqxH`|`crunk`|1
`4yBK75WVCQXej1p04GWqxH`|`dirty south rap`|2
`4yBK75WVCQXej1p04GWqxH`|`gangster rap`|3
`4yBK75WVCQXej1p04GWqxH`|`hip hop`|4
`4yBK75WVCQXej1p04GWqxH`|`pop rap`|5
`4yBK75WVCQXej1p04GWqxH`|`rap`|6
`4yBK75WVCQXej1p04GWqxH`|`southern hip hop`|7
`4yBK75WVCQXej1p04GWqxH`|`trap`|8
`3J0BpFVUc9LeOIVeN5uNhU`|`pop`|0
`3J0BpFVUc9LeOIVeN5uNhU`|`post-teen pop`|1
`3J0BpFVUc9LeOIVeN5uNhU`|`r&b`|2
`4YXycRbyyAE0wozTk7QMEq`|`dance pop`|0
`4YXycRbyyAE0wozTk7QMEq`|`deep tropical house`|1
`4YXycRbyyAE0wozTk7QMEq`|`edm`|2
`4YXycRbyyAE0wozTk7QMEq`|`electro house`|3
`4YXycRbyyAE0wozTk7QMEq`|`electropop`|4
`4YXycRbyyAE0wozTk7QMEq`|`norwegian pop`|5
`4YXycRbyyAE0wozTk7QMEq`|`pop`|6
`4YXycRbyyAE0wozTk7QMEq`|`pop edm`|7
`4YXycRbyyAE0wozTk7QMEq`|`tropical house`|8
`5NDMothbpdpq2xHqSjrrWn`|`dance pop`|0
`5NDMothbpdpq2xHqSjrrWn`|`hip hop`|1
`5NDMothbpdpq2xHqSjrrWn`|`hip pop`|2
`5NDMothbpdpq2xHqSjrrWn`|`neo soul`|3
`5NDMothbpdpq2xHqSjrrWn`|`new jack swing`|4
`5NDMothbpdpq2xHqSjrrWn`|`quiet storm`|5
`5NDMothbpdpq2xHqSjrrWn`|`r&b`|6
`5NDMothbpdpq2xHqSjrrWn`|`urban contemporary`|7
`5me0Irg2ANcsgc93uaYrpb`|`east coast hip hop`|0
`5me0Irg2ANcsgc93uaYrpb`|`gangster rap`|1
`5me0Irg2ANcsgc93uaYrpb`|`hardcore hip hop`|2
`5me0Irg2ANcsgc93uaYrpb`|`hip hop`|3
`5me0Irg2ANcsgc93uaYrpb`|`rap`|4
`7hJcb9fa4alzcOq3EaNPoG`|`g funk`|0
`7hJcb9fa4alzcOq3EaNPoG`|`gangster rap`|1
`7hJcb9fa4alzcOq3EaNPoG`|`hip hop`|2
`7hJcb9fa4alzcOq3EaNPoG`|`rap`|3
`7hJcb9fa4alzcOq3EaNPoG`|`west coast rap`|4
`7DMveApC7UnC2NPfPvlHSU`|`dance pop`|0
`7DMveApC7UnC2NPfPvlHSU`|`edm`|1
`7DMveApC7UnC2NPfPvlHSU`|`electro house`|2
`7DMveApC7UnC2NPfPvlHSU`|`electropop`|3
`7DMveApC7UnC2NPfPvlHSU`|`pop`|4
`7DMveApC7UnC2NPfPvlHSU`|`pop edm`|5
`7DMveApC7UnC2NPfPvlHSU`|`pop rap`|6
`7DMveApC7UnC2NPfPvlHSU`|`post-teen pop`|7
`7DMveApC7UnC2NPfPvlHSU`|`tropical house`|8
`0CEK8AzyeD5ZUdUloB6yQV`|`edm`|0
`738wLrAtLtCtFOLvQBXOXp`|`dance pop`|0
`738wLrAtLtCtFOLvQBXOXp`|`edm`|1
`738wLrAtLtCtFOLvQBXOXp`|`electro house`|2
`738wLrAtLtCtFOLvQBXOXp`|`moombahton`|3
`738wLrAtLtCtFOLvQBXOXp`|`pop`|4
`738wLrAtLtCtFOLvQBXOXp`|`pop rap`|5
`0Y5tJX1MQlPlqiwlOH1tJY`|`rap`|0
`4nDoRrQiYLoBzwC5BhVJzF`|`dance pop`|0
`4nDoRrQiYLoBzwC5BhVJzF`|`pop`|1
`4nDoRrQiYLoBzwC5BhVJzF`|`post-teen pop`|2
`0VRj0yCOv2FXJNP47XQnx5`|`atl hip hop`|0
`0VRj0yCOv2FXJNP47XQnx5`|`hip hop`|1
`0VRj0yCOv2FXJNP47XQnx5`|`melodic rap`|2
`0VRj0yCOv2FXJNP47XQnx5`|`pop rap`|3
`0VRj0yCOv2FXJNP47XQnx5`|`rap`|4
`0VRj0yCOv2FXJNP47XQnx5`|`trap`|5
`4lDXfIznmGueBgTjI3qGUX`|`french indie pop`|0
`4lDXfIznmGueBgTjI3qGUX`|`french indietronica`|1
`4lDXfIznmGueBgTjI3qGUX`|`new french touch`|2
`4lDXfIznmGueBgTjI3qGUX`|`nice indie`|3
`4lDXfIznmGueBgTjI3qGUX`|`tropical house`|4
`4FLA7MpTdP5nNUQfiaA3WM`|`norwegian pop`|0
`3JhNCzhSMTxs9WLGJJxWOY`|`pop rap`|0
`4utLUGcTvOJFr6aqIJtYWV`|`piano rock`|0
`4utLUGcTvOJFr6aqIJtYWV`|`viral pop`|1
`3oKRxpszQKUjjaHz388fVA`|`aussietronica`|0
`3oKRxpszQKUjjaHz388fVA`|`indie soul`|1
`5pUo3fmmHT8bhCyHE52hA6`|`dance pop`|0
`5pUo3fmmHT8bhCyHE52hA6`|`pop`|1
`5pUo3fmmHT8bhCyHE52hA6`|`post-teen pop`|2
`5pUo3fmmHT8bhCyHE52hA6`|`tropical house`|3
`1LOB7jTeEV14pHai6EXSzF`|`big room`|0
`1LOB7jTeEV14pHai6EXSzF`|`dance pop`|1
`1LOB7jTeEV14pHai6EXSzF`|`edm`|2
`1LOB7jTeEV14pHai6EXSzF`|`electro house`|3
`1LOB7jTeEV14pHai6EXSzF`|`electropop`|4
`1LOB7jTeEV14pHai6EXSzF`|`electropowerpop`|5
`1LOB7jTeEV14pHai6EXSzF`|`pop`|6
`1LOB7jTeEV14pHai6EXSzF`|`pop edm`|7
`1LOB7jTeEV14pHai6EXSzF`|`tropical house`|8
`6mU8ucezzms5I2kNH6HNlu`|`dance pop`|0
`6mU8ucezzms5I2kNH6HNlu`|`pop`|1
`6mU8ucezzms5I2kNH6HNlu`|`post-teen pop`|2
`6mU8ucezzms5I2kNH6HNlu`|`viral pop`|3
`69VkQLf4DH7GJ68BCDOPKL`|`deep house`|0
`69VkQLf4DH7GJ68BCDOPKL`|`deep tropical house`|1
`69VkQLf4DH7GJ68BCDOPKL`|`pop edm`|2
`69VkQLf4DH7GJ68BCDOPKL`|`tropical house`|3
`6BrvowZBreEkXzJQMpL174`|`big room`|0
`6BrvowZBreEkXzJQMpL174`|`dance pop`|1
`6BrvowZBreEkXzJQMpL174`|`deep big room`|2
`6BrvowZBreEkXzJQMpL174`|`dutch house`|3
`6BrvowZBreEkXzJQMpL174`|`edm`|4
`6BrvowZBreEkXzJQMpL174`|`electro house`|5
`6BrvowZBreEkXzJQMpL174`|`progressive electro house`|6
`6BrvowZBreEkXzJQMpL174`|`progressive house`|7
`6BrvowZBreEkXzJQMpL174`|`tropical house`|8
`6kI0ZZ0yjJ3Bf5JjEgUJLC`|`swedish pop`|0
`7CajNmpbOovFoOoasH2HaY`|`dance pop`|0
`7CajNmpbOovFoOoasH2HaY`|`edm`|1
`7CajNmpbOovFoOoasH2HaY`|`electro house`|2
`7CajNmpbOovFoOoasH2HaY`|`house`|3
`7CajNmpbOovFoOoasH2HaY`|`pop`|4
`7CajNmpbOovFoOoasH2HaY`|`progressive house`|5
`7CajNmpbOovFoOoasH2HaY`|`tropical house`|6
`7CajNmpbOovFoOoasH2HaY`|`uk dance`|7
`2RdwBSPQiwcmiDo9kixcl8`|`pop`|0
`2RdwBSPQiwcmiDo9kixcl8`|`pop rap`|1
`6jJ0s89eD6GaHleKKya26X`|`dance pop`|0
`6jJ0s89eD6GaHleKKya26X`|`pop`|1
`6jJ0s89eD6GaHleKKya26X`|`post-teen pop`|2
`0c173mlxpT3dSFRgMO8XPh`|`detroit hip hop`|0
`0c173mlxpT3dSFRgMO8XPh`|`hip hop`|1
`0c173mlxpT3dSFRgMO8XPh`|`pop rap`|2
`0c173mlxpT3dSFRgMO8XPh`|`rap`|3
`0c173mlxpT3dSFRgMO8XPh`|`southern hip hop`|4
`0c173mlxpT3dSFRgMO8XPh`|`trap`|5
`4kI8Ie27vjvonwaB2ePh8T`|`indie pop`|0
`4kI8Ie27vjvonwaB2ePh8T`|`indie rock`|1
`4kI8Ie27vjvonwaB2ePh8T`|`indietronica`|2
`4kI8Ie27vjvonwaB2ePh8T`|`modern alternative rock`|3
`4kI8Ie27vjvonwaB2ePh8T`|`modern rock`|4
`4kI8Ie27vjvonwaB2ePh8T`|`rock`|5
`4AKwRarlmsUlLjIwt38NLw`|`new french touch`|0
`4AKwRarlmsUlLjIwt38NLw`|`tropical house`|1
`2miwbh5mlsA2ihnFbe15Z7`|`electro latino`|0
`26T6b8maqEVltcmE4kSDUl`|`bubblegum dance`|0
`26T6b8maqEVltcmE4kSDUl`|`diva house`|1
`26T6b8maqEVltcmE4kSDUl`|`eurodance`|2
`26T6b8maqEVltcmE4kSDUl`|`europop`|3
`26T6b8maqEVltcmE4kSDUl`|`hip house`|4
`7FY5V3XMwlNBPitEjXowHQ`|`contemporary country`|0
`7FY5V3XMwlNBPitEjXowHQ`|`country`|1
`7FY5V3XMwlNBPitEjXowHQ`|`country road`|2
`7FY5V3XMwlNBPitEjXowHQ`|`modern country rock`|3
`7FY5V3XMwlNBPitEjXowHQ`|`pop rock`|4
`1vCWHaC5f2uS3yhpwWbIA6`|`big room`|0
`1vCWHaC5f2uS3yhpwWbIA6`|`dance pop`|1
`1vCWHaC5f2uS3yhpwWbIA6`|`edm`|2
