`num`|`trackPopularity`|`albumName`|`albumID`|`albumTotalTracks`|`trackExplicit`|`trackName`|`added_at`|`albumReleaseDate`|`trackDurationMS`|`trackID`|`albumType`|`albumReleaseDatePrecision`|`added_by`
112|7|`Best Friend (feat. NERVO, The Knocks & ALISA UENO)`|`7ard1FRMQE8uwlLUBD9Ve3`|1|True|`Best Friend (feat. NERVO, The Knocks & ALISA UENO)`|`2017-12-21T17:50:50Z`|`2017-09-12`|184880|`1Cicn7ce1xoVlq8gthE2eX`|`single`|`day`|`nghokui`
113|45|`Sweeter Without You`|`7MA8YRk4QFWRn6zPgKaAz9`|1|False|`Sweeter Without You`|`2017-12-22T20:04:31Z`|`2017-09-29`|192259|`3pVUqDd3Utc7CMDo06psdG`|`single`|`day`|`nghokui`
114|47|`Hung Up`|`1Qp6BLtv1KF2zGoNPXALLc`|1|False|`Hung Up`|`2017-12-23T03:45:43Z`|`2016-12-02`|220000|`2ULg8Cw0Ckn5JDGUkCNXko`|`single`|`day`|`nghokui`
115|48|`Belong`|`24X0wvKPNMpNDRCcd1vDC2`|1|False|`Belong`|`2017-12-23T04:11:48Z`|`2017-12-15`|177529|`2PSeBKFabj27ud497FxQQy`|`single`|`day`|`nghokui`
116|0|`Invincible`|`0rcYAOEMK6uMplfRSnxFgh`|1|False|`Invincible - Original Mix`|`2017-12-23T05:05:04Z`|`2014-02-03`|282041|`1R6SFQVLcAe3Og6NA83fGR`|`single`|`day`|`nghokui`
117|20|`I Won't Let You Walk Away (feat. Madison Beer) [Remixes]`|`5yJ9a1w96QVwGd402DaVgi`|4|False|`I Won't Let You Walk Away (feat. Madison Beer) - Lost Kings Remix`|`2017-12-28T17:33:00Z`|`2015-06-29`|246593|`28cKwj13J7ZVbszs9xvJzX`|`single`|`day`|`nghokui`
118|26|`Beautiful Disaster`|`0SuV3muGXYgdbMmCwscE4m`|1|False|`Beautiful Disaster`|`2017-12-28T22:24:35Z`|`2017-10-20`|206755|`0y6DEVHdhyAk5uS5d25Wue`|`single`|`day`|`nghokui`
119|0|`Close`|`4KbRPQ2hEiKxfRNzriqFzC`|1|False|`Close`|`2017-12-28T22:26:49Z`|`2017-07-19`|184000|`0cPsHxvuICaPKmWRFCRe1i`|`single`|`day`|`nghokui`
120|3|`Kids in Love`|`5PwJQShNbsoWSKZ9VPEHTY`|8|False|`Never Let You Go (feat. John Newman)`|`2017-12-29T16:55:56Z`|`2017-11-03`|232906|`3nTIvcfFkFEUL4cdMaEt5H`|`album`|`day`|`nghokui`
121|24|`Never Let You Go`|`3keUYXWUjrx596NdiXL1ZG`|6|False|`Never Let You Go (feat. Foy Vance) - Don Diablo Remix`|`2017-12-29T16:57:07Z`|`2015-06-14`|274833|`7B6nkopZHag6tx2peZE0Hn`|`single`|`day`|`nghokui`
122|10|`Shine`|`4nAIqmKELnBEXEkYg1pMic`|12|True|`American Boy (feat. Kanye West)`|`2017-12-30T01:23:17Z`|`2008-03-28`|284733|`41on8RwRh22IHcChAN2gm8`|`album`|`day`|`nghokui`
123|72|`Hurry Up, We're Dreaming`|`6R0ynY7RF20ofs9GJR5TXR`|22|False|`Midnight City`|`2018-01-05T17:29:59Z`|`2011`|241440|`1eyzqe2QqGZUmfcPZtrIyt`|`album`|`year`|`nghokui`
124|78|`Oracular Spectacular`|`6mm1Skz3JE6AXneya9Nyiv`|10|False|`Kids`|`2018-01-05T17:30:29Z`|`2007-12-14`|302840|`1jJci4qxiYcOHhQR247rEU`|`album`|`day`|`nghokui`
125|8|`Cage The Elephant`|`2vs5faN4o8NCNXAGLh3HJf`|11|False|`Ain't No Rest for the Wicked`|`2018-01-05T22:32:48Z`|`2009-03-27`|175493|`3kb72STxc2959ZqsTwu52i`|`album`|`day`|`nghokui`
126|75|`The Beautiful & Damned`|`1VAc77UvK5wj8ZSWCo3V2b`|20|True|`No Limit`|`2018-01-17T01:04:38Z`|`2017-12-15`|245386|`2DQ1ITjI0YoLFzuADN1ZBW`|`album`|`day`|`nghokui`
127|78|`These Days (feat. Jess Glynne, Macklemore & Dan Caplen)`|`2sjjFDjZSCYD5eBCsi0fDW`|1|False|`These Days (feat. Jess Glynne, Macklemore & Dan Caplen)`|`2018-01-20T03:33:51Z`|`2018-01-19`|210772|`5CLGzJsGqhCEECcpnFQA8x`|`single`|`day`|`nghokui`
128|69|`My Type EP`|`2r69WsAMyjbgLf8c4woaUr`|4|False|`My Type`|`2018-01-20T05:18:49Z`|`2014-08-16`|204811|`2Iq6HhIquO7JKr0KfTNLzU`|`single`|`day`|`nghokui`
129|14|`The Middle`|`1D8u1ccrRXyFMOGTEXTgTX`|1|False|`The Middle`|`2018-01-31T01:50:20Z`|`2018-01-23`|184732|`2ARqIya5NAuvFVHSN3bL0m`|`single`|`day`|`nghokui`
130|70|`So Far Away (feat. Jamie Scott & Romy Dya)`|`3jMnO9ehAlTTCxNeVMu1zY`|1|False|`So Far Away (feat. Jamie Scott & Romy Dya)`|`2018-01-31T01:54:39Z`|`2017-12-01`|183636|`0OlnLZY4cmQzT6ZGttvWBM`|`single`|`day`|`nghokui`
131|14|`I Miss You (feat. Julia Michaels)`|`78zct4Yn5hwMqrlh5uQedB`|1|False|`I Miss You (feat. Julia Michaels)`|`2018-01-31T01:57:22Z`|`2017-10-26`|205747|`2xmrfQpmS2iJExTlklLoAL`|`single`|`day`|`nghokui`
132|50|`Do Right`|`3xrrgkDzo0f6BPprS8tih4`|1|False|`Do Right`|`2018-01-31T02:01:04Z`|`2017-12-15`|194988|`45w70aQhNwke1yrQZO0ffm`|`single`|`day`|`nghokui`
133|75|`King's Dead (with Kendrick Lamar, Future & James Blake)`|`1NXM5lF9YB7a3f1e4R48oH`|1|True|`King's Dead (with Kendrick Lamar, Future & James Blake)`|`2018-01-31T21:12:05Z`|`2018-01-12`|229670|`51rXHuKN8Loc4sUlKPODgH`|`single`|`day`|`nghokui`
134|62|`All The Stars (with SZA)`|`3mau89iBea8nCPw3I8kKAk`|1|True|`All The Stars (with SZA)`|`2018-01-31T21:15:57Z`|`2018-01-04`|235540|`66kQ7wr4d2LwwSjr7HXcyr`|`single`|`day`|`nghokui`
135|1|`Get Out`|`0300wAHv32xtPUKg6Xz0fL`|1|False|`Get Out`|`2018-02-01T00:49:21Z`|`2018-01-31`|231386|`5MbeIktglgTouqOHnVunxp`|`single`|`day`|`nghokui`
136|2|`Pray For Me (with Kendrick Lamar)`|`7znxn446I0HDNWcV86iRLz`|1|True|`Pray For Me (with Kendrick Lamar)`|`2018-02-02T15:11:30Z`|`2018-02-02`|211440|`6ZNo7Vi0TE9ul1fhKd4S1M`|`single`|`day`|`nghokui`
137|64|`Make It Bun Dem After Hours EP`|`3ipNtzV1LNGEBWu4VSsmjP`|7|False|`Make It Bun Dem`|`2018-02-04T22:21:41Z`|`2012-08-28`|213696|`0mlf3yOGzVnIVxjybDQL3h`|`single`|`day`|`nghokui`
138|60|`Take Her Place (feat. A R I Z O N A)`|`0ESgJoM5wkGsJiUFxRBUum`|1|False|`Take Her Place (feat. A R I Z O N A)`|`2018-02-06T05:44:06Z`|`2017-10-27`|209659|`3AzvNvE3xpgelqmE5MRnbI`|`single`|`day`|`nghokui`
139|70|`HERO (Deluxe Edition)`|`4sSXylKcBB3p47VfrBJlfK`|14|False|`My Church`|`2018-02-07T16:32:46Z`|`2017-03-17`|197930|`1LM5zQv5pBKPyO7rm7Uz6U`|`album`|`day`|`nghokui`
140|55|`Matches`|`7AkKHgxhTKZm8cdJ7V0Aq6`|1|False|`Matches`|`2018-02-07T21:39:11Z`|`2017-03-03`|187600|`7nwGvxqSrgAuty1tlPGCFz`|`single`|`day`|`nghokui`
141|5|`Carry You Home`|`2lUB9VEmD6Hevo3CL5B8wl`|1|False|`Carry You Home`|`2018-02-07T21:42:51Z`|`2017-09-29`|192731|`7pstxLUhvsJC3M4TxHe2aI`|`single`|`day`|`nghokui`
142|69|`Black Panther The Album Music From And Inspired By`|`3pLdWdkj83EYfDN6H2N8MR`|14|True|`X (with 2 Chainz & Saudi)`|`2018-02-09T22:44:40Z`|`2018-02-09`|267426|`4LmAnpjlhWTahvRkYR8xJa`|`album`|`day`|`nghokui`
143|59|`Black Panther The Album Music From And Inspired By`|`3pLdWdkj83EYfDN6H2N8MR`|14|True|`Opps (with Yugen Blakrok)`|`2018-02-09T22:44:44Z`|`2018-02-09`|180893|`7bUcBztfGqO7cSI2gMZeCI`|`album`|`day`|`nghokui`
144|66|`Black Panther The Album Music From And Inspired By`|`3pLdWdkj83EYfDN6H2N8MR`|14|True|`Paramedic!`|`2018-02-09T22:44:47Z`|`2018-02-09`|219306|`2tPcTFiQF9MbVUyjZ3zDhA`|`album`|`day`|`nghokui`
145|82|`FRIENDS`|`1BmxOYHjQv1dKZRr13YRZM`|1|True|`FRIENDS`|`2018-02-11T02:15:15Z`|`2018-02-09`|202620|`08bNPGLD8AhKpnnERrAc6G`|`single`|`day`|`nghokui`
146|4|`If You Leave`|`2Y3kTeMHY7GZAvyNwV1jIH`|10|False|`Youth`|`2018-02-11T21:58:41Z`|`2013-01-01`|253013|`1vyrrrnb7182SL6iOMor3O`|`album`|`day`|`nghokui`
147|65|`Black Panther The Album Music From And Inspired By`|`3pLdWdkj83EYfDN6H2N8MR`|14|True|`King's Dead (with Kendrick Lamar, Future & James Blake)`|`2018-02-18T21:35:32Z`|`2018-02-09`|225266|`1eLSF6HfrRA0AsNmTkUlKx`|`album`|`day`|`nghokui`
148|40|`Moth`|`4j7QJ7DKZ0cBsNuD7GmJFx`|10|False|`Polymorphing`|`2018-02-19T03:38:36Z`|`2016-01-22`|283066|`6Jq1ECQ8bKy8favqanidGT`|`album`|`day`|`nghokui`
149|53|`Crystal Castles`|`5nM3cUPxqg7iqjaoyeCWtN`|17|False|`Untrust Us`|`2018-02-19T03:51:54Z`|`2008-03-18`|186373|`5kCWUfblMC2xdBruW7PeuC`|`album`|`day`|`nghokui`
150|55|`The Warning`|`25wuY7cXE8zjFnJRiU1ehS`|12|False|`The Warning`|`2018-02-19T04:07:38Z`|`2006-05-22`|291600|`5RrWu7ddslbnrRImeW7LOs`|`album`|`day`|`nghokui`
151|49|`We Are... (feat. MØ)`|`6Pa53dagRC4GSgCN6XruPw`|1|True|`We Are... (feat. MØ)`|`2018-02-20T09:51:40Z`|`2018-02-05`|198413|`7LpFbKbjfB2vuKx59Lgtdq`|`single`|`day`|`nghokui`
152|51|`When I Was Young - EP`|`67aZECTq3l8kjV7h8EFXCp`|6|True|`When I Was Young`|`2018-02-20T09:52:14Z`|`2017-10-26`|219720|`5UEvfBx5yQ14HALjI8jk3t`|`single`|`day`|`nghokui`
153|41|`Messiah (Alison Wonderland X M-Phazes) [Lido Remix]`|`3wM0l6QEmh0wcCfSu0DjOf`|1|False|`Messiah - Lido Remix`|`2018-02-20T16:21:55Z`|`2017-02-24`|226751|`1XD8WkOQQhBy17UZkuMmCk`|`single`|`day`|`nghokui`
154|35|`On The Run (feat. PASSEPORT)`|`2wEiwdMEDIAuoBW0Na3qAL`|1|False|`On The Run`|`2018-02-20T16:37:33Z`|`2017-09-29`|231637|`3K8pkumra3Ecp2TaZH54eW`|`single`|`day`|`nghokui`
155|40|`When I Was Young - EP`|`67aZECTq3l8kjV7h8EFXCp`|6|True|`Turn My Heart to Stone`|`2018-02-21T12:56:07Z`|`2017-10-26`|187400|`29WhvdaUnlpxNIGJbqGOmS`|`single`|`day`|`nghokui`
156|61|`Nights With You`|`0kgy48FPwyVepPIaiO2w7G`|1|False|`Nights With You`|`2018-02-21T13:09:16Z`|`2017-04-21`|197494|`5q5gzmbBS5yQzos2BvVr1t`|`single`|`day`|`nghokui`
157|53|`PARAD(w/m)E`|`2AaecLzfxfufCRUae36vmA`|1|False|`PARAD(w/m)E`|`2018-02-24T00:39:55Z`|`2018-01-12`|208668|`1edOSqQG1mP9hcrI0EDNhw`|`single`|`day`|`nghokui`
158|60|`What Now`|`1BJMCEXQ7JmuVlJ6cYbe3x`|10|False|`Die Young`|`2018-02-25T14:38:28Z`|`2017-04-28`|210613|`1BRwuvjhkgezmv1gcI6lT6`|`album`|`day`|`nghokui`
159|59|`They Can't All Be Zingers`|`3eI0FhygfWcdgI3GZdLXFT`|16|False|`John The Fisherman`|`2018-02-25T15:41:08Z`|`2006-01-01`|216733|`4kiVGEOrzWmEUCxXU21rtN`|`album`|`day`|`nghokui`
160|53|`They Can't All Be Zingers`|`3eI0FhygfWcdgI3GZdLXFT`|16|False|`Jerry Was A Race Car Driver`|`2018-02-25T15:48:14Z`|`2006-01-01`|191240|`0EMLtepZpcY9T64AVEmyyv`|`album`|`day`|`nghokui`
161|0|`Valerie`|`1UWfDprQiTYSsC4hCOiXoM`|1|False|`Valerie`|`2018-02-26T07:30:40Z`|`2012`|231373|`5ltD2rZ30hNCrUwZthipBV`|`single`|`year`|`nghokui`
162|58|`Heads Will Roll`|`4HYlbaWDkCNXXNWQEYl9sV`|3|False|`Heads Will Roll - A-Trak Remix`|`2018-02-27T03:45:10Z`|`2009`|383546|`2idmlkd8oUaQvYEtINpLBX`|`single`|`year`|`nghokui`
163|65|`Strange Desire`|`0cnNCK2xpudXjB8pzsrYy9`|11|False|`Rollercoaster`|`2018-02-27T03:49:09Z`|`2014-07-14`|188866|`5L95vS64rG1YMIFm1hLjyZ`|`album`|`day`|`nghokui`
164|59|`Silent Alarm (U.S. Version)`|`0urhQCsjpczjC8zbTMtd8t`|14|False|`Banquet`|`2018-02-27T04:43:02Z`|`2005-03-22`|196613|`2YxXuCdbUpil3P7tRjhW1t`|`album`|`day`|`nghokui`
165|0|`My Enemy`|`4vWfoOaKniejx1Ei6b0gXi`|1|False|`My Enemy`|`2018-02-28T18:36:59Z`|`2018-02-28`|233078|`1pQ7Z3oMyJXnHydstuxL7F`|`single`|`day`|`nghokui`
166|64|`Everyday`|`0VQf8Ysv00VqQm4FSvdad3`|1|True|`Everyday`|`2018-03-02T13:39:08Z`|`2018-03-02`|204826|`6zOhgKfbMiQWToE6K13s2s`|`single`|`day`|`nghokui`
167|54|`Oh Devil (Radio Version)`|`2ophfPYNFYZeRoeh5rcElv`|1|False|`Oh Devil - Radio Version`|`2018-03-02T15:50:43Z`|`2017-06-16`|217386|`6KwSdmAba8BxoxVXPw70LO`|`single`|`day`|`nghokui`
168|0|`triple j Like A Version`|`3vjDILemgtg9ngovvqLf0G`|17|False|`Do I Wanna Know?`|`2018-03-06T14:33:42Z`|`2017-09-29`|258159|`1dmeXS21t9WV6d3Fm5mxTi`|`compilation`|`day`|`nghokui`
169|27|`You & Me`|`23aAFHvOgw0QFjFz5IYhF2`|1|False|`You & Me`|`2018-03-08T00:30:57Z`|`2016-04-08`|181524|`28qibzvW2qqNDfAsAS71pL`|`single`|`day`|`nghokui`
170|72|`Hot Space (Deluxe Remastered Version)`|`0xc5IpJM39eEEYSKDrm5kf`|16|False|`Under Pressure - Remastered`|`2018-03-08T04:18:38Z`|`1982-05-03`|248440|`11IzgLRXV7Cgek3tEgGgjw`|`album`|`day`|`nghokui`
171|77|`Toxicity`|`6jWde94ln40epKIQCd8XUh`|15|False|`Toxicity`|`2018-03-08T05:23:19Z`|`2001-09-04`|218933|`0snQkGI5qnAmohLE7jTsTn`|`album`|`day`|`nghokui`
172|66|`Fly`|`3HuhZO6x7i7vXqjQfOEh7b`|1|False|`Fly`|`2018-03-10T03:15:50Z`|`2018-03-09`|193777|`2HO0uCyq8jOveEzvmo4JEu`|`single`|`day`|`nghokui`
173|39|`Not All The Beautiful Things`|`5282LhSm8KbFddnDh9aaPv`|12|False|`Goh`|`2018-03-10T03:17:54Z`|`2018-03-09`|215613|`7pauugiB3wwcacuUy8zCXI`|`album`|`day`|`nghokui`
174|29|`Baby I'm A Queen`|`5Bz2dZfDHmCIm0T1a9L2Kg`|1|False|`Baby I'm A Queen`|`2018-03-10T03:18:57Z`|`2018-03-09`|208520|`1YMhVt1sflC3ijwLMVtVtm`|`single`|`day`|`nghokui`
175|0|`Glue`|`5HZwV81FyS9vC5mwwicNId`|4|False|`Glue`|`2018-03-11T16:24:08Z`|`2017-08-15`|187856|`6QcKseIHVR6aerVtRm5kmq`|`single`|`day`|`nghokui`
176|81|`Demon Days`|`0bUTHlWbkSQysoM3VsWldT`|15|False|`Feel Good Inc.`|`2018-03-16T04:14:25Z`|`2005-05-23`|222640|`0d28khcov6AiegSCpG5TuT`|`album`|`day`|`nghokui`
177|78|`Hot Fuss`|`4undIeGmofnAYKhnDclN1w`|11|False|`Mr. Brightside`|`2018-03-16T05:36:04Z`|`2004-06-15`|222586|`7oK9VyNzrYvRFo7nQEYkWN`|`album`|`day`|`nghokui`
178|34|`You Are Someone Else`|`7LdUzhm4SloDil5y0sRen0`|16|False|`Lovesick`|`2018-03-21T18:15:32Z`|`2018-03-16`|197600|`27W2xRl5A5vUTuj0kX6YmW`|`album`|`day`|`nghokui`
179|15|`Fire And Water (Deluxe Edition)`|`1hgW1wQNsca8iXUEmTFAUY`|30|False|`All Right Now`|`2018-03-21T19:33:11Z`|`2008-01-01`|332906|`7IhkWF9zpiYKlU7CxHxYT9`|`album`|`day`|`nghokui`
180|10|`United`|`67Eq3nfl1km9s5ig76Cc8B`|12|False|`Ain't No Mountain High Enough`|`2018-03-24T05:00:44Z`|`1967-08-29`|151666|`1LeWIs2hP2r5yOQnVuYoI5`|`album`|`day`|`nghokui`
181|64|`Greatest Hits`|`7ioDs7ZLvqeYLD1SVFeWci`|11|False|`I Want You Back`|`2018-03-24T05:01:04Z`|`1971-01-01`|178493|`2OSfEYKhlSsLx6vn4O75RK`|`compilation`|`day`|`nghokui`
182|2|`The Bones Of What You Believe (Special Edition)`|`54IMJ8S0redmP6krSlKZLD`|16|True|`The Mother We Share`|`2018-03-24T06:12:29Z`|`2013-01-01`|190160|`3PvzvltQZLIKk9YgoMP3Yq`|`album`|`day`|`nghokui`
183|0|`Every Open Eye (Extended Edition)`|`0ytgAfCjv6U5BMEDrQgCwX`|19|False|`Bury It`|`2018-03-24T06:13:37Z`|`2016-07-29`|188214|`35yJgLFoyT39UGJhyeNhzb`|`album`|`day`|`nghokui`
184|20|`Never Say Die`|`3CTqpCjDneAae0dghIKzg0`|1|False|`Never Say Die`|`2018-03-30T13:34:22Z`|`2018-03-29`|263645|`3pQInbIkxJ6kxh0eAyUoyx`|`single`|`day`|`nghokui`
185|59|`Monster`|`5R7HaEiSyuBBPReEyfX39C`|1|False|`Monster - Transformers Soundtrack Version`|`2018-03-28T02:32:52Z`|`2011-06-06`|198762|`04BSvYghzdxjSJNpee36er`|`single`|`day`|`nghokui`
186|41|`Sunset On The Golden Age`|`6jGhVuNHqpctlVWDWJHNCy`|10|False|`Hangover (Taio Cruz Cover)`|`2018-03-28T02:39:49Z`|`2014-08-05`|221226|`1FxJySMe1BLNZYHShMemEo`|`album`|`day`|`nghokui`
187|48|`Straight Outta Compton`|`0Y7qkJVZ06tS2GUCDptzyW`|13|True|`8 Ball - Remix`|`2018-03-27T02:38:31Z`|`1988-08-08`|292779|`1i0kVfX5LdEdo52St39QM0`|`album`|`day`|`nghokui`
188|49|`Blank Space`|`4u42o3pHnW1LzcF7alWvCh`|1|False|`Blank Space`|`2018-03-28T02:16:03Z`|`2014-12-16`|240927|`076jgZgkx4YiJ4q0dN3Xsl`|`single`|`day`|`nghokui`
189|61|`Legend Of The Wu-Tang: Wu-Tang Clan's Greatest Hits`|`6FePdYF8RNzmH05uXIMW76`|14|True|`Gravel Pit`|`2018-03-30T16:48:25Z`|`2004-10-26`|253466|`2tNmhDlMbwQZLxQtWMt2EU`|`compilation`|`day`|`nghokui`
190|73|`HERO (Deluxe Edition)`|`4sSXylKcBB3p47VfrBJlfK`|14|False|`I Could Use a Love Song`|`2018-03-30T21:51:38Z`|`2017-03-17`|196421|`09iyGiljLWRYXdRazFkdtJ`|`album`|`day`|`nghokui`
191|48|`HERO (Deluxe Edition)`|`4sSXylKcBB3p47VfrBJlfK`|14|False|`Sugar`|`2018-03-30T22:21:07Z`|`2017-03-17`|189146|`41e2LhE1nFYh41vIteVA5u`|`album`|`day`|`nghokui`
192|74|`Despacito Feat. Justin Bieber (Remix)`|`3Gq2Dme9nesdgoqNNlcN8O`|1|False|`Despacito - Remix`|`2018-03-31T00:17:24Z`|`2017-04-17`|228826|`6rPO02ozF3bM7NnOV4h6s2`|`single`|`day`|`nghokui`
193|76|`Freaky Friday (feat. Chris Brown)`|`1XbNDGybI1iPfeQNJEeUdn`|1|True|`Freaky Friday (feat. Chris Brown)`|`2018-03-31T03:09:50Z`|`2018-03-15`|216631|`10Igtw8bSDyyFs7KIsKngZ`|`single`|`day`|`nghokui`
194|45|`KOLORBLIND`|`4i1ukevFHCZqPSRsXKyYgl`|11|True|`Xotic (feat. Future, Rich The Kid & Young Thug)`|`2018-04-02T14:32:37Z`|`2018-04-09`|176842|`4VmcVEuTlYnWcc6QksaLyw`|`album`|`day`|`nghokui`
195|62|`Bad Company (feat. BlocBoy JB)`|`2IB4u7CExI80gM2KbkDtDp`|1|True|`Bad Company (feat. BlocBoy JB)`|`2018-04-02T14:48:23Z`|`2018-03-28`|183809|`3ZYwSDF9knZI0RVlKR4PHC`|`single`|`day`|`nghokui`
196|77|`Look Alive (feat. Drake)`|`7GGoJfKFOwDNuiLjjfzyCS`|1|True|`Look Alive (feat. Drake)`|`2018-04-02T14:50:46Z`|`2018-02-09`|181263|`4qKcDkK6siZ7Jp1Jb4m0aL`|`single`|`day`|`nghokui`
197|64|`Lemon (feat. Drake) [Drake Remix]`|`2TKbBIv3QaM46sT9BtHKm1`|1|True|`Lemon (feat. Drake) - Drake Remix`|`2018-04-02T14:59:40Z`|`2018-03-18`|226106|`739vCwA3EpBSkk3uDsI2wB`|`single`|`day`|`nghokui`
198|47|`4 Days`|`4257W2D9Glr30vGFqewltv`|1|True|`4 Days`|`2018-04-02T15:07:49Z`|`2018-03-23`|190480|`5tpEGhK123kgPf7pWWE9g6`|`single`|`day`|`nghokui`
199|43|`NO ONE EVER REALLY DIES`|`54OXaFd0PtGtAgauTmARkD`|11|True|`1000`|`2018-04-02T21:20:53Z`|`2017-12-15`|243853|`6epMDLTE0OtSEZeLziJyQm`|`album`|`day`|`nghokui`
200|77|`2001`|`7q2B4M5EiBkqrlsNW8lB7N`|23|True|`Still D.R.E.`|`2018-04-02T21:32:38Z`|`1999-11-16`|270586|`503OTo2dSqe7qk76rgsbep`|`album`|`day`|`nghokui`
201|0|`Hurt To Look (feat. Rae Sremmurd)`|`5Bj0JedvhaSoRSDYQpnzBt`|1|False|`Hurt To Look (feat. Rae Sremmurd)`|`2018-04-02T21:52:50Z`|`2018-03-01`|256000|`07VJGBnywGutMZ72kRyEop`|`single`|`day`|`nghokui`
202|44|`NO ONE EVER REALLY DIES`|`54OXaFd0PtGtAgauTmARkD`|11|True|`Voilà`|`2018-04-04T14:33:32Z`|`2017-12-15`|260880|`3e7KcqiZN4wSrpoHUeYXjY`|`album`|`day`|`nghokui`
203|48|`NO ONE EVER REALLY DIES`|`54OXaFd0PtGtAgauTmARkD`|11|True|`Don't Don't Do It!`|`2018-04-04T14:42:59Z`|`2017-12-15`|257706|`2svutFGaCycRmYc1mWbfQh`|`album`|`day`|`nghokui`
204|45|`NO ONE EVER REALLY DIES`|`54OXaFd0PtGtAgauTmARkD`|11|True|`Rollinem 7's`|`2018-04-04T15:23:25Z`|`2017-12-15`|309453|`5hIg7J1i50XLG7bPKQM6O5`|`album`|`day`|`nghokui`
205|45|`NO ONE EVER REALLY DIES`|`54OXaFd0PtGtAgauTmARkD`|11|True|`Kites`|`2018-04-04T15:27:28Z`|`2017-12-15`|290933|`65UcBkHqJoIk33vfxqUzvm`|`album`|`day`|`nghokui`
206|37|`NO ONE EVER REALLY DIES`|`54OXaFd0PtGtAgauTmARkD`|11|True|`Secret Life Of Tigers`|`2018-04-04T15:34:00Z`|`2017-12-15`|225986|`7xEmhWUYNz8m2Ctusg1chK`|`album`|`day`|`nghokui`
207|45|`Willennium`|`38ZO2nTo4L4PNtubKwtiAk`|15|False|`Will 2K (feat. K-Ci)`|`2018-04-04T21:43:29Z`|`1999-11-16`|233906|`59xpdlaIK1l5hiYP1KsBxK`|`album`|`day`|`nghokui`
208|59|`Art Angels`|`5hB4jVN4ZHpubyiMmW81K1`|14|False|`Flesh without Blood`|`2018-04-05T17:21:59Z`|`2015-11-06`|264523|`4ZcGbQ5dOKX6rJk4yvza9R`|`album`|`day`|`nghokui`
209|8|`Batshit`|`4DLKIn9RuwZSy1IDTXdTE3`|1|True|`Batshit`|`2018-04-06T14:12:30Z`|`2018-04-03`|203413|`4hQgwqC6l210S9DgcEueM9`|`single`|`day`|`nghokui`
210|31|`Low Life`|`1TAnu8cv5V2U6rX4pWnvge`|1|False|`Low Life`|`2018-04-06T14:39:11Z`|`2018-01-05`|179995|`4iwOYAVxF7vOsAVuqowJ2A`|`single`|`day`|`nghokui`
211|66|`Invasion of Privacy`|`4KdtEKjY3Gi0mKiSdy96ML`|13|True|`Drip (feat. Migos)`|`2018-04-06T14:45:02Z`|`2018-04-06`|262308|`2qcG0nZ6S3zZV0UrkY5nFo`|`album`|`day`|`nghokui`
212|60|`Invasion of Privacy`|`4KdtEKjY3Gi0mKiSdy96ML`|13|True|`Bickenhead`|`2018-04-06T14:48:52Z`|`2018-04-06`|181623|`17Yq72h0p15OhCbZ5lJ5gd`|`album`|`day`|`nghokui`
213|75|`Invasion of Privacy`|`4KdtEKjY3Gi0mKiSdy96ML`|13|True|`Bodak Yellow`|`2018-04-06T15:04:12Z`|`2018-04-06`|223712|`6KBYefIoo7KydImq1uUQlL`|`album`|`day`|`nghokui`
214|70|`Invasion of Privacy`|`4KdtEKjY3Gi0mKiSdy96ML`|13|True|`Be Careful`|`2018-04-06T15:08:03Z`|`2018-04-06`|210787|`2Yl4OmDby9iitgNWZPwxkd`|`album`|`day`|`nghokui`
215|82|`Invasion of Privacy`|`4KdtEKjY3Gi0mKiSdy96ML`|13|True|`I Like It`|`2018-04-06T15:18:34Z`|`2018-04-06`|253390|`58q2HKrzhC3ozto2nDdN4z`|`album`|`day`|`nghokui`
216|63|`Invasion of Privacy`|`4KdtEKjY3Gi0mKiSdy96ML`|13|True|`She Bad`|`2018-04-06T15:31:06Z`|`2018-04-06`|230952|`0CfmNX2TXk7yoJqHJiixnp`|`album`|`day`|`nghokui`
217|0|`triple j Like A Version`|`3vjDILemgtg9ngovvqLf0G`|17|False|`Such Great Heights`|`2018-04-09T18:49:57Z`|`2017-09-29`|242343|`2M0108blVuzD6a2ZZlzKV6`|`compilation`|`day`|`nghokui`
218|75|`The Beautiful & Damned`|`1VAc77UvK5wj8ZSWCo3V2b`|20|True|`Him & I (with Halsey)`|`2018-04-09T18:54:49Z`|`2017-12-15`|268866|`5k38wzpLb15YgncyWdTZE4`|`album`|`day`|`nghokui`
219|75|`hopeless fountain kingdom (Deluxe)`|`7GjG91tyHQNGEHzKJaqOi0`|16|False|`Bad At Love`|`2018-04-23T14:13:58Z`|`2017-06-02`|181279|`7y9iMe8SOB6z3NoHE2OfXl`|`album`|`day`|`nghokui`
220|61|`Alone (Feat. Big Sean & Stefflon Don)`|`190COxDpvoXiXx7a9WofgJ`|1|False|`Alone (Feat. Big Sean & Stefflon Don)`|`2018-04-09T19:53:34Z`|`2018-03-15`|207457|`3tbNT2X5tfMIVeUflYbZUZ`|`single`|`day`|`nghokui`
221|84|`One Kiss (with Dua Lipa)`|`7GEzhoTiqcPYkOprWQu581`|1|False|`One Kiss (with Dua Lipa)`|`2018-04-11T17:04:20Z`|`2018-04-06`|214846|`7ef4DlsgrMEH11cDZd32M6`|`single`|`day`|`nghokui`
